SUID	__mclCluster	Dataset_Chart	EM17_Colouring (ap)	EM17_Colouring (basal)	EM17_Colouring (nc)	EM17_Dataset_Chart	EM17_ES (ap)	EM17_ES (basal)	EM17_ES (nc)	EM17_fdr_qvalue (ap)	EM17_fdr_qvalue (basal)	EM17_fdr_qvalue (nc)	EM17_Formatted_name	EM17_fwer_qvalue (ap)	EM17_fwer_qvalue (basal)	EM17_fwer_qvalue (nc)	EM17_Genes	EM17_GS_DESCR	EM17_gs_size	EM17_GS_Type	EM17_Name	EM17_NES (ap)	EM17_NES (basal)	EM17_NES (nc)	EM17_pvalue (ap)	EM17_pvalue (basal)	EM17_pvalue (nc)	name	selected	shared name
128	1	1|0|0	1			1|0|0	0.6333			0.002			"DNA 
RECOMBINATION%GOBP%GO:0006310 "	0.087			E9Q0B8|P15919|Z4YJP7|E9Q163|Q6ZPV2|Q64511|O55230|P43352|Q9D1C8|Q8BGW5|Q80YD1|O35284|E9Q4A4|Q6A028|Q99PV8|G3UZB5|P97931|D3Z4R1|Q01320|Q9DBR1|G3UYF6|Q7TQK4|Q80TR8|Q8K409|Q9D995|A2RSE7|Q9WTK8|Q9QZD4|Q99MT2|Q8C5S7|Q80XJ2|Q96EQ9|Q9QZ11|Q8VIJ6|Q6WKZ8|Q924H5|D3Z3K2|E9PZD4|Q9CWY9|Q8K396|B5KM66|M0QWF4|E9QLM4|E9Q2M3|Q3TE40|M0QW86|F6TK25|Q5SXJ3|P48754|A8Y5I3|E9PUJ2|B9EJ22|Q8BGE5|Q9CQE0|O54689|Q8BH57|Q9D084|Q9CWV1|F6VZ99|Q8BJW7|Q9R207|Q6P1D7|Q9CXE6|Q9D600|Q3U0P1|B1AW74|Q91ZJ0|Q62209|B1AW75|Q9JK91|J3QMY9|Q3TEX6|Q8C4X1|Q8VEE4|O88700|Q69ZT1|Q5SV02|E0CZC8|Q91VT1|Q0VGM9|Q8K4J0|Q8BQY8|Q9QXE2|E0CY05|Q8BTF7|Q8VCI7|A2AU37|Q8BP27|Q5DU37|Q9D742|Q8K3D3|Q8K572|O09053|Q99MV2|Q3TF33|Q8R2Y9|Q9D513|Q9CWQ2|Q8CIK8|F8WID1|Q2KHI9|P27661|E9Q956|Q6PFE3|P60762|Q80VJ8|Q61880|D3Z5L0|Q3U829|Q8BQU0|E9Q6Z5|Q9Z0H0|Q2VPA6|P97313|P07903|Q3U2K5|Q62388|P70270|Q3UY62|F6V8R7|Q61188|Q9CTN5|Q3UPP8|P97929|P43247|P97499|Q9Z1X9|O35593|Q9WVE0|P27782|Q00899|A0A087WRJ5|P21784|Q00417|Q14AT2|O35719|E9PVJ3|A0A087WQ16|Q3UA06|A0A087WQZ2|Q9CX47|Q8VC56|F6ZBE7|P63038|G3UZ06|P54276|A0A087WP45|Q99LZ3|A0A087WSS2|A0A087WP43|D3Z7I5|Q8BMI4|Q08297|E9QPY6|Q56A04|A0A087WSR8|Q80XU3|P58462|Q8BGX7|Q80YR6|P27548|Q924W5|Q9JHJ8|B1AUR6|Q8CG46|Q9CQ71|G3UYF3|P15806|F6YVH6|Q8VID5|Q60596|P61089|Q6ZQF0|Q9Z129|P60897|G3UWT5|P63147	DNA recombination	177	ENR	DNA RECOMBINATION%GOBP%GO:0006310	2.0398			0			DNA RECOMBINATION%GOBP%GO:0006310	TRUE	DNA RECOMBINATION%GOBP%GO:0006310
140	1	1|0|0	1			1|0|0	0.6247			0.0022			"DOUBLE-STRAND 
BREAK 
REPAIR%GOBP%GO:0006302 "	0.097			Q3U4X8|E9Q0B8|E9Q163|Q6ZPV2|Q8CHK4|Q80WJ1|O55230|A2AU91|P43352|Q8BPZ8|Q9D1C8|A2AU90|E9PWM5|Q8BGW5|E9Q577|P46737|F6QNC8|F7CE65|A2AU89|F6S5E4|E9Q4A4|F6ZRL3|F6VCK5|Q8K3W0|Q61216|F7BTP0|Q01853|Q3UIR3|Q9JJX7|Q04692|V9GWZ4|P58871|G3UYI8|D3YUW4|A2AKX3|Q9WTK8|P27641|Q9QZD4|Q8C5S7|Q80XJ2|Q8VIJ6|Q924H5|E9PZD4|Q8K396|Q3TE40|Q3UI43|Q5SXJ3|P48754|A2AG06|A8Y5I3|E9PUJ2|Q80ZH7|V9GXE4|Q9CQE0|Q8BH57|Q9CWV1|F6VZ99|Q8BJW7|Q9R207|S4R1N2|Q6P1D7|Q9CXE6|Q9D600|Q3U0P1|S4R1T3|P02340|B1AW74|Q91ZJ0|Q6ZQJ5|S4R284|B1AW75|Q9JK91|Q3TEX6|Q8VEE4|O88700|Q69ZT1|Q5SV02|A0A087WP68|E0CZC8|Q91VT1|Q8K4J0|H3BKJ9|Q9D842|Q8BQY8|Q9QXE2|H3BLD4|E0CY05|Q8BTF7|Q7TQC5|Q8VCI7|A2AU37|Q9Z265|Q8BP27|Q5DU37|Q9D742|Q8BJ34|Q8K3D3|Q8K572|O09053|A0A0A6YVX0|Q3TF33|Q8R2Y9|Q9D513|Q9CWQ2|Q8CIK8|F8WID1|E9Q992|Q2KHI9|P27661|E9Q956|E9PX17|Q6PFE3|P60762|Q3ULW8|Q80VJ8|Q61880|A0A0A6YY63|D3Z5L0|Q8CFB8|Q3U829|Q8BQU0|E9Q6Z5|Q9Z0H0|Q9CPY3|Q2VPA6|Q8CAS9|K4DI59|A0A0A6YX03|P97313|Q8CIB9|Q3TJN5|P07903|Q3U2K5|Q62388|P70270|H3BL82|F6V8R7|Q8BHZ5|Q9CTN5|Q8C0K8|P97929|Q8K0Y7|P43247|H3BKP6|A0A087WQL9|Q921K2|Q9Z1X9|O35593|F6YRW4|Q91VR5|Q3UC82|Q8CGS6|Q00899|Q9D752|Q61550|O35719|P97767|Q3UA06|B1AT03|Q9CX47|Q8VC56|Q8C7W7|Q9QXJ1|Q99LZ3|D3Z7I5|B8JJC1|Q8BMI4|Q8K4B0|Q08297|P97480|Q56A04|Q80XU3|D3Z075|E9PV36|Q8BGX7|Q80YR6|P33609|B1AUR6|A0A0A0MQ89|Q8CG46|Q9CQ71|Q8VID5|Q60596|P61089|Q9D2M8|Q9Z129|P60897|Q99KP6	double-strand break repair	188	ENR	DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0006302	2.0353			0			DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0006302	TRUE	DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0006302
141	1	1|0|0	1			1|0|0	0.7846			6.00E-04			"RESOLUTION OF 
ABASIC SITES (AP 
SITES)%REACTOME%R-HSA-73933.1 "	0.016			Q3U4X8|D3YZV7|E9Q9A5|G5E8N7|Q9WVF7|Q9CQ36|Q91Z50|A0A0A6YVX0|A0A0A6YY63|Q99P21|K4DI59|P52431|A0A0A6YX03|Q3TJN5|F6V8R7|O35654|O88554|D6RDT4|V9GWZ4|Q9CWP8|Q921K2|Q8K409|G3UYI8|Q3UC82|O54956|Q04841|D3YUW4|Q6P5C5|O88622|Q8K4Q6|B1AT03|Q3TE40|Q8R323|P17918|Q8CG72|Q99J62|Q80ZH7|Q9WUK4|Q9D0F6|E9PV36|Q6R2P8|G3X8Z6|Q9CQ71|O35980|Q60596|Q5U4B1|D6RG54|Q3TU27|Q8VEE4|O08760|Q8BH76|P28352	Resolution of Abasic Sites (AP sites)	52	ENR	RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%R-HSA-73933.1	2.1434			0			RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%R-HSA-73933.1	TRUE	RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%R-HSA-73933.1
143	1	1|0|0	1			1|0|0	0.5339			0.002			"S PHASE%REACTOME 
DATABASE ID 
RELEASE 63%69242 "	0.088			P62196|Q3U4X8|Q8BG41|Q61458|A0A087WPS0|Q5SSW2|Q9CQ36|E9PWL5|Q8BHL8|P13405|Q8R0K9|P25322|Q9JK30|P01108|O88708|Q8R4E9|O70435|P0CG50|P52431|P30306|Q3TQX1|J3QK26|V9GWZ4|Q9CWP8|Q61456|D3YUW4|A0A087WQV5|O35226|O35955|A0A087WPU8|Q64700|Q9CU62|P48964|P33611|P33610|P46414|Q3TE40|Q03147|Q08639|Q8R323|Q61501|Q99J62|Q8BVQ9|F6QG91|Q9WUK4|P25206|Q9D0F6|Q9D8N6|Q9D3E6|Q571G4|Q8C735|Q8CD94|Q9CWV1|P97371|A0A087WRW3|A0A087WNL4|P62192|O35638|Q9D600|Q52KC3|Q6ZQJ5|Q8VEE4|Q64434|P30285|P99026|O09061|Q9R1K5|Q8BG32|Q60692|Q8VDM4|Q9Z2U1|P70195|Q4VA53|F6QXK7|P14685|Q9WVF7|A0A087WSK4|P54775|Q9CW03|Q66JV6|P97372|A0A087WPN5|Q91Z50|O55234|Q9Z2U0|P51949|Q61502|E9QPI5|Q65Z40|Q9CPY3|Q8BHD2|P39689|Q9WUV0|Q9QUM9|Q69Z69|P51943|Q8CIB9|Q61457|P97377|P62334|Q9D8W5|F6V8R7|O35654|Q9WTX6|D6RDT4|G3UYK5|Q9WTX5|Q9Z1X9|O35593|P97310|Q60862|P28063|P97311|O54956|Q99JI4|P49717|P26516|Q9WVJ2|Q61550|O89033|P61290|P47810|O88685|Q3TXS7|Q9Z0Z3|P49722|P61025|Q60972|Q9CR00|P17918|Q9CX56|Q99LZ3|Q9R1P0|Q9R1P1|Q9CY94|Q9R1P4|Q9R1P3|Q9Z1N2|E9PV36|Q9Z238|Q61881|P33609|G3X8Z6|Q9CQ71|P20664|Q9CZ15|Q8C4Y1|Q5U4B1|B2RS19|D6RG54|Q8BH76|P60897|Q9Z2X2|Q8BJY1	S Phase	154	ENR	S PHASE%REACTOME DATABASE ID RELEASE 63%69242	2.0394			0			S PHASE%REACTOME DATABASE ID RELEASE 63%69242	TRUE	S PHASE%REACTOME DATABASE ID RELEASE 63%69242
144	13	1|0|0	1	0.0074		1|0|0	0.7931	0.1719		6.00E-04	1		"PID_ATR_
PATHWAY%MSIGDB_
C2%PID_ATR_
PATHWAY"	0.019	1		P48967|O89033|P23804|P48964|Q5SRY7|Q3TE40|Q6NXW6|Q8R323|P63101|Q9QWZ1|Q99J62|Q9Z0F6|Q08297|Q9WUK4|P51943|Q80V62|Q8BJL0|Q9D0F6|Q9R1X4|P97377|Q80YR7|Q61881|F7AUV3|D3YVU3|F6V8R7|Q91WA1|Q8BMG1|Q6ZWR4|Q9R207|P97929|Q8CG65|Q8VEE4|Q07832|O35280|P97310|Q6ZQF0|Q76MZ3|Q8BQY8|P63330|Q9CQV8	PID_ATR_PATHWAY	40	ENR	PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY	2.1278	0.4438		0	0.9926		PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY	TRUE	PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY
147	1	1|0|0	1			1|0|0	0.7003			5.00E-04			"CHROMOSOME 
MAINTENANCE%REACTOME%R-HSA-73886.1 "	0.011			Q64523|Q3U4X8|O70372|Q64475|S4R1M3|Q64478|Q9WVF7|Q6GSS7|P10854|Q8CGP2|Q9CQ36|Q9CRB2|P10853|Q8CGP6|Q8CGP7|Q91Z50|P0C0S6|P49452|P22752|Q8CGP0|Q9CPQ5|Q61937|Q3U3S3|P27661|Q8K1K4|Q9QYM8|Q9CZ92|P52431|Q9ESN5|Q8K015|Q3TJM4|O35144|Q91VL8|F6V8R7|Q9CZW2|O35654|Q8R1M2|Q91WC1|Q60973|D6RDT4|V9GWZ4|P70371|Q5EE38|Q8K1K3|Q9CWP8|Q66JQ7|Q80WQ8|Q9CZJ6|Q8VC51|E9Q4Y2|A2AQ14|O54956|E9PWW9|D3YUW4|Q6ZWY9|Q3URR0|Q9WTM5|Q91ZW3|P33611|P68433|P33610|Q3TE40|O35216|Q60972|Q8R323|P17918|Q9CQ82|Q99J62|Q9D2U9|Q9WUK4|Q9D0F6|E9PV36|P33609|G3X8Z6|Q9ESX5|Q9D084|Q8C4M7|Q9CQ71|Q9CQA0|P60122|P20664|Q5U4B1|Q6ZQJ5|D6RG54|Q8C4X1|Q8VEE4|Q8BH76|Q64524	Chromosome Maintenance	88	ENR	CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.1	2.1607			0			CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.1	TRUE	CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.1
150	1	1|0|0	1			1|0|0	0.9067			0			"DNA STRAND 
ELONGATION%REACTOME%R-HSA-69190.2 "	0			D3YUW4|Q3U4X8|Q91Z50|P33611|P33610|Q3TE40|Q8R323|P17918|Q99LZ3|Q99J62|Q9CY94|P52431|Q9WUK4|P25206|Q9D0F6|E9PV36|Q61881|P33609|G3X8Z6|F6V8R7|Q9CWV1|Q9CQ71|O35654|Q9D600|Q9CZ15|P20664|Q52KC3|Q6ZQJ5|Q5U4B1|V9GWZ4|D6RG54|Q8VEE4|Q9CWP8|Q9Z1X9|Q8BH76|P97310|P97311|P49717	DNA strand elongation	38	ENR	DNA STRAND ELONGATION%REACTOME%R-HSA-69190.2	2.5722			0			DNA STRAND ELONGATION%REACTOME%R-HSA-69190.2	TRUE	DNA STRAND ELONGATION%REACTOME%R-HSA-69190.2
156	1	1|0|0	1			1|0|0	0.7265			6.00E-04			"TELOMERE 
MAINTENANCE%REACTOME 
DATABASE ID 
RELEASE 
63%157579 "	0.01			Q64523|Q3U4X8|O70372|Q64475|S4R1M3|Q64478|Q9WVF7|Q6GSS7|P10854|Q8CGP2|Q9CQ36|Q9CRB2|P10853|Q8CGP6|Q8CGP7|Q91Z50|P0C0S6|P22752|Q8CGP0|P27661|P52431|O35144|Q91VL8|F6V8R7|O35654|Q8R1M2|Q91WC1|D6RDT4|V9GWZ4|P70371|Q5EE38|Q8K1K3|Q9CWP8|Q8VC51|O54956|D3YUW4|Q6ZWY9|Q9WTM5|P33611|P68433|P33610|Q3TE40|Q8R323|P17918|Q99J62|Q9D2U9|Q9WUK4|Q9D0F6|E9PV36|P33609|G3X8Z6|Q9ESX5|Q9CQ71|P60122|P20664|Q5U4B1|Q6ZQJ5|D6RG54|Q8VEE4|Q8BH76|Q64524	Telomere Maintenance	61	ENR	TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 63%157579	2.1691			0			TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 63%157579	TRUE	TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 63%157579
158	1	1|0|0	1			1|0|0	0.7846			7.00E-04			"BASE EXCISION 
REPAIR%REACTOME 
DATABASE ID 
RELEASE 63%73884 "	0.026			Q3U4X8|D3YZV7|E9Q9A5|G5E8N7|Q9WVF7|Q9CQ36|Q91Z50|A0A0A6YVX0|A0A0A6YY63|Q99P21|K4DI59|P52431|A0A0A6YX03|Q3TJN5|F6V8R7|O35654|O88554|D6RDT4|V9GWZ4|Q9CWP8|Q921K2|Q8K409|G3UYI8|Q3UC82|O54956|Q04841|D3YUW4|Q6P5C5|O88622|Q8K4Q6|B1AT03|Q3TE40|Q8R323|P17918|Q8CG72|Q99J62|Q80ZH7|Q9WUK4|Q9D0F6|E9PV36|Q6R2P8|G3X8Z6|Q9CQ71|O35980|Q60596|Q5U4B1|D6RG54|Q3TU27|Q8VEE4|O08760|Q8BH76|P28352	Base Excision Repair	52	ENR	BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 63%73884	2.116			0			BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 63%73884	TRUE	BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 63%73884
159	1	1|0|0	1			1|0|0	0.5521			6.00E-04			"DNA 
REPAIR%GOBP%GO:0006281 "	0.015			Q9CWY8|E9Q0B8|Q923E4|P59941|E9Q163|Q5SSW2|Q8CHK4|O55230|A2AU91|Q8BPZ8|Q9D1C8|A2AU90|E9PWM5|E9Q577|P46737|F6QNC8|F7CE65|A2AU89|F6S5E4|E9Q4A4|F6ZRL3|F6VCK5|Q8K3W0|G3UZB5|P97302|D6RJL7|Q9DBR1|F7BTP0|Q6WBX7|O88554|Q9JJX7|O08811|G3UYF6|Q8K203|P58871|E9QKD9|G5E8T1|P27641|E9PWY2|E9PZD4|P54726|Q3UI43|G3X8R4|Q9CR14|Q6NXW6|Q8R323|Q5SXJ3|P48754|Q9QWZ1|Q99J62|A8Y5I3|Q9Z0F6|Q61696|E9PUJ2|Q9WUK4|P26187|Q9CQ37|Q9D0F6|Q8BH57|Q8K1K9|Q9D084|Q91W36|F6VZ99|Q9R207|Q9CXE6|Q3U0P1|P02340|B1AW74|O70422|E9Q5F9|B1AW75|Q3TEX6|Q8VEE4|O88700|Q69ZT1|Q5SV02|O08760|A0A087WP68|E0CZC8|Q91VT1|Q8K4J0|Q9D842|H3BKJ9|Q9QXE2|H3BLD4|E0CY05|P49135|D3YZV7|Q8BTF7|E9Q9A5|Q7TQC5|Q60773|G5E8N7|Q8BJ34|Q91Z50|F6SJX8|Q8R2Y9|F7CVL0|E0CY04|P11440|Q6XZL8|P60762|Q7TPD0|E9QPI5|Q9QZM2|E9PXY8|G3UWR8|Q9CPY3|Q8K119|Q99P21|F8VPX1|Q8CIB9|P07903|E9Q6I8|Q3U2K5|H3BL82|Q9CTN5|Q9Z0H3|Q01727|Q8C0K8|Q8K0Y7|P43247|H3BKP6|Q6DID5|A0A087WQL9|F6S070|O35593|Q8BKX6|Q9JIM3|F6YRW4|Q9QXK2|Q91VR5|D3YX04|Q04841|P52927|Q3UA06|Q8VC56|Q8C7W7|P17918|Q9QXJ1|Q99LZ3|D3Z7I5|Q8K4B0|P62908|Q80V62|E9PV36|Q99J79|Q8VD76|Q9CQE6|Q9JJN0|B1AUR6|A0A0A0MQ89|Q8CG46|Q9CQ71|Q61493|Q8CFD5|D6RG54|Q3TU27|Q9R1K9|Q9D479|Q8BH76|F8VPZ5|D3Z0R7|Q9Z129|Q8K2X8|Q6NZP1|Q7TMY8|B1AUC4|Q64267|Q99KP6|Q9DCD2|Q3U4X8|P63158|E9Q8A5|P60898|Q6ZPV2|Q80WJ1|Q91XU0|E9QPK4|Q6PEE3|P43352|Q61937|Q8BGW5|Q8BK35|E9QM61|Q3U1J4|P52431|P0C242|E9PZJ8|Q8K1E6|Q6P6J4|P97931|Q8BGW1|Q61216|Q5DTT1|Q01853|Q3UIR3|P51612|Q04692|V9GWZ4|Q9CWP8|Q8BFU2|Q8K409|Q9EPU0|G3UYI8|Q9CR81|A2RSE7|D3YUW4|A2AKX3|Q9WTK8|Q9QZD4|Q99MT2|Q8C5S7|Q80XJ2|Q6ZWY3|Q9QZ11|Q8VIJ6|Q924H5|Q68FG1|Q9CWY9|Q8K396|M0QWF4|E9QLM4|Q3TE40|M0QW86|F6TK25|A2AG06|B9EJ22|Q80ZH7|V9GXE4|Q9CQE0|Q9CXP9|Q9CWV1|Q3UN58|Q9JLN9|Q8BJW7|S4R1N2|Q6P1D7|Q9D600|S4R1T3|O35980|Q91ZJ0|Q62209|Q6ZQJ5|S4R284|Q9JK91|Q8CG47|O70174|Q8CG48|O35280|P28352|Q9D071|Q8BQY8|Q9Z255|Q4VA53|Q9WVF7|Q8VCI7|Q6P1E7|A2AU37|Q9Z265|Q8BP27|Q5DU37|Q9D742|Q8K3D3|Q8K572|O09053|A0A0A6YVX0|Q3TF33|Q9D513|Q9CWQ2|Q8CIK8|Q5SV06|F8WID1|E9Q992|P51949|Q2KHI9|P27661|E9Q956|E9PX17|Q6PFE3|Q3ULW8|Q80VJ8|Q61880|A0A0A6YY63|P17095|D3Z5L0|Q8CFB8|Q3U829|Q8BQU0|E9Q6Z5|Q9Z0H0|Q2VPA6|Q9CZY3|Q8CAS9|K4DI59|A0A0A6YX03|P97313|Q3TJN5|P54728|Q62388|P70270|F6V8R7|Q8BHZ5|E9PY39|P97929|Q921K2|Q9Z1X9|O54956|Q3TLR7|Q3UC82|Q8C9A2|P56581|Q8CGS6|Q9QUG2|Q00899|Q6P5C5|Q9D752|Q61550|A0A087WRJ5|A2A432|O35719|P50652|Q8K4Q6|A8VU90|P97767|D3Z611|A0A087WQ16|G3X912|Q9JIB4|Q9CPR8|P0CB42|A0A087WQZ2|B1AT03|Q8K387|Q9CX47|Q9CQX4|Q68G58|E9Q3H9|Q8VEA4|E0CZD6|Q3TXT3|Q920Q2|P54276|G3UZ06|A0A087WP45|Q91VL9|D3YY11|Q62318|Q8BY87|A0A087WSS2|A0A087WP43|E9QLK7|B8JJC1|E9QJU6|Q8BMI4|Q08297|E9QPY6|P97480|E9PWT1|Q56A04|Q80XU3|A0A087WSR8|D3Z075|E9PZA7|Q8BGX7|Q80YR6|P33609|F7CGG2|G3UYF3|Q99LX0|Q8VID5|D3Z012|Q60596|P61089|Q9D2M8|P60897|G3UWT5|P63147|P18608|Q3V081	DNA repair	380	ENR	DNA REPAIR%GOBP%GO:0006281	2.1452			0			DNA REPAIR%GOBP%GO:0006281	TRUE	DNA REPAIR%GOBP%GO:0006281
160	1	1|0|0	1			1|0|0	0.6201			0.0018			"GAP-FILLING DNA 
REPAIR SYNTHESIS 
AND LIGATION IN 
TC-NER%REACTOME%R-HSA-6782210.1 "	0.073			P49135|Q9QZH3|Q3U4X8|Q61458|Q9WVF7|P60898|Q9CQ36|Q99M46|Q923G2|E0CY04|P51949|E9PXY8|Q3U1J4|D3YZ19|G3UWR8|K4DI59|P0CG50|P52431|F8VPX1|Q3TJN5|F6V8R7|D6RJL7|O35654|Q80UW8|D6RDT4|O08811|P08775|V9GWZ4|Q9CWP8|G3UYI8|P10711|Q3UC82|E9QKD9|O54956|D3YUW4|Q9QUG2|Q63871|Q3TCH7|E9PWY2|P62488|A2A432|B2RWS6|Q9JIB4|B1AT03|Q3TE40|Q03147|P62878|G3X8R4|Q8R323|P17918|Q99J62|Q80ZH7|Q9WUK4|Q9D7M8|Q9D0F6|E9PV36|Q8VD76|G3X8Z6|Q8CFI7|Q9CQ71|Q60596|Q5U4B1|O70422|Q8CFD5|D6RG54|Q8VEE4|Q6PI63|Q9D479|Q8BH76|F8VPZ5|P61219|Q8R1N0|Q8K2X8|Q69ZQ2|Q8CFQ3|Q99KP6|D3YZ20|Q9DCD2	Gap-filling DNA repair synthesis and ligation in TC-NER	78	ENR	GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%R-HSA-6782210.1	2.0498			0			GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%R-HSA-6782210.1	TRUE	GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%R-HSA-6782210.1
